id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
1147,Female,Loyal Customer,27,Business travel,Eco Plus,2457,4,2,3,2,2,4,3,3,5,4,5,4,3,5,18,24.0,neutral or dissatisfied
1148,Female,Loyal Customer,54,Business travel,Business,793,3,4,3,3,3,4,3,2,3,3,2,3,3,3,13,4.0,satisfied
1149,Female,disloyal Customer,34,Business travel,Eco,445,2,4,4,3,4,4,2,3,3,2,4,3,4,3,12,14.0,neutral or dissatisfied
1150,Female,Loyal Customer,40,Business travel,Business,4541,4,3,4,2,2,3,4,2,2,4,5,3,4,4,27,26.0,neutral or dissatisfied
1151,Male,Loyal Customer,24,Business travel,Eco,2232,3,2,4,3,3,5,4,3,4,5,2,3,5,5,2,2.0,neutral or dissatisfied
1152,Female,Loyal Customer,55,Business travel,Eco,1645,2,2,3,4,3,2,4,4,3,1,3,4,2,3,7,7.0,neutral or dissatisfied
1153,Male,Loyal Customer,22,Business travel,Business,1501,4,4,2,2,2,3,1,3,2,3,3,4,2,3,31,50.0,satisfied
1154,Female,Loyal Customer,41,Personal Travel,Eco,306,3,2,4,2,3,2,2,2,5,4,5,4,3,4,8,4.0,neutral or dissatisfied
1155,Male,Loyal Customer,80,Business travel,Eco,4728,2,5,5,3,3,5,3,3,1,1,3,2,3,4,17,11.0,satisfied
1156,Female,Loyal Customer,66,Personal Travel,Eco,461,3,5,4,0,4,4,3,4,2,1,2,4,4,4,41,45.0,neutral or dissatisfied
1157,Male,Loyal Customer,39,Business travel,Business,1134,5,5,5,3,5,5,3,4,4,4,4,3,2,3,5,13.0,neutral or dissatisfied
1158,Female,Loyal Customer,82,Business travel,Business,2315,5,3,3,5,5,2,3,3,4,3,2,4,5,3,6,0.0,neutral or dissatisfied
1159,Male,disloyal Customer,8,Business travel,Eco,1822,3,3,2,0,4,3,1,4,2,2,3,1,3,4,25,28.0,satisfied
1160,Male,Loyal Customer,81,Business travel,Business,247,3,3,2,4,3,1,4,3,2,1,3,5,4,5,6,0.0,neutral or dissatisfied
1161,Female,disloyal Customer,34,Business travel,Business,1679,1,4,5,4,3,4,4,5,4,3,4,3,5,2,9,0.0,satisfied
1162,Male,disloyal Customer,71,Personal Travel,Business,3908,5,2,1,1,3,3,4,3,4,1,3,5,4,4,15,14.0,satisfied
1163,Female,Loyal Customer,80,Business travel,Eco,1290,4,2,5,4,1,4,4,3,2,2,2,4,4,3,4,0.0,neutral or dissatisfied
1164,Female,Loyal Customer,53,Business travel,Business,4335,4,3,2,4,3,3,3,5,4,2,4,1,4,2,6,0.0,neutral or dissatisfied
1165,Female,Loyal Customer,54,Business travel,Business,1832,0,2,5,2,4,1,3,2,4,3,4,5,3,2,11,5.0,satisfied
1166,Male,Loyal Customer,65,Business travel,Eco,116,3,4,3,2,1,1,2,4,5,2,3,3,3,3,28,24.0,satisfied
1167,Male,Loyal Customer,25,Business travel,Business,589,3,2,4,3,2,3,5,5,3,2,1,4,2,4,1,5.0,satisfied
1168,Male,Loyal Customer,20,Business travel,Business,4059,4,3,5,4,2,4,3,4,4,4,4,4,3,2,4,0.0,satisfied
1169,Female,Loyal Customer,33,Business travel,Business,2057,3,4,3,2,3,1,1,2,3,3,3,3,4,1,0,0.0,satisfied
1170,Female,Loyal Customer,44,Business travel,Business,4906,3,4,3,3,5,3,3,2,4,3,4,3,3,3,8,0.0,satisfied
1171,Female,disloyal Customer,64,Business travel,Eco Plus,3954,4,3,2,2,2,2,1,2,4,3,1,4,4,3,1,0.0,neutral or dissatisfied
1172,Female,Loyal Customer,27,Business travel,Business,200,2,3,2,3,3,2,3,5,4,2,4,2,3,4,0,5.0,satisfied
1173,Male,Loyal Customer,51,Business travel,Eco,1596,2,2,3,4,3,2,3,2,4,3,3,3,3,3,1,0.0,neutral or dissatisfied
1174,Male,disloyal Customer,7,Business travel,Business,3638,3,4,2,3,3,3,3,4,1,3,3,5,4,4,7,11.0,neutral or dissatisfied
1175,Male,Loyal Customer,9,Personal Travel,Business,362,4,4,2,3,3,2,2,2,3,2,2,2,3,3,41,26.0,neutral or dissatisfied
1176,Male,Loyal Customer,82,Personal Travel,Business,4995,4,1,3,3,2,1,4,5,3,4,4,3,3,2,3,0.0,neutral or dissatisfied
1177,Male,disloyal Customer,73,Business travel,Eco,873,4,5,3,2,5,3,3,2,4,3,2,4,4,5,1,5.0,satisfied
1178,Male,Loyal Customer,74,Business travel,Business,3995,3,2,2,2,4,3,1,3,4,3,4,2,4,3,1,6.0,neutral or dissatisfied
1179,Male,Loyal Customer,32,Personal Travel,Business,4210,5,4,3,4,2,2,5,5,4,5,4,1,3,4,39,53.0,neutral or dissatisfied
1180,Male,Loyal Customer,47,Business travel,Eco Plus,2551,1,3,5,5,4,3,2,2,2,3,2,1,1,3,22,27.0,neutral or dissatisfied
1181,Female,disloyal Customer,59,Business travel,Business,4027,5,3,1,1,3,3,2,4,4,2,4,2,3,4,9,18.0,neutral or dissatisfied
1182,Female,Loyal Customer,26,Business travel,Eco,4429,5,3,5,4,3,3,5,3,2,3,3,5,5,4,12,5.0,satisfied
1183,Female,Loyal Customer,65,Business travel,Business,3685,4,2,2,4,3,3,4,4,5,3,4,2,3,3,3,3.0,satisfied
1184,Male,Loyal Customer,61,Personal Travel,Business,3554,4,4,3,2,3,3,3,4,5,2,2,3,3,4,40,29.0,neutral or dissatisfied
1185,Male,Loyal Customer,38,Personal Travel,Eco,1973,3,3,4,2,2,3,2,3,3,1,3,3,3,3,9,,satisfied
1186,Male,Loyal Customer,40,Personal Travel,Business,1497,3,2,5,2,1,4,2,5,2,3,3,4,4,1,1,0.0,neutral or dissatisfied
1187,Male,Loyal Customer,30,Personal Travel,Business,4345,2,2,4,5,3,5,3,4,2,4,3,4,2,4,8,11.0,neutral or dissatisfied
1188,Female,disloyal Customer,69,Business travel,Business,1160,3,2,2,5,3,3,5,5,2,4,4,3,4,4,19,1.0,satisfied
1189,Female,Loyal Customer,83,Personal Travel,Business,2101,4,2,2,2,4,3,5,2,2,3,2,4,4,3,0,0.0,neutral or dissatisfied
1190,Male,Loyal Customer,84,Business travel,Eco,2587,3,4,2,1,2,2,3,2,3,5,3,4,1,3,3,17.0,neutral or dissatisfied
1191,Male,Loyal Customer,67,Business travel,Business,1984,5,2,5,4,2,4,4,3,3,3,4,1,0,3,0,27.0,satisfied
1192,Male,Loyal Customer,34,Business travel,Eco Plus,1896,3,4,3,4,4,2,3,2,1,3,3,3,3,4,24,26.0,neutral or dissatisfied
1193,Male,Loyal Customer,67,Business travel,Business,3016,1,3,3,4,3,5,2,4,3,3,3,2,2,3,13,25.0,satisfied
1194,Female,Loyal Customer,26,Business travel,Business,1680,5,3,2,2,4,5,2,3,3,2,2,2,4,2,0,0.0,satisfied
1195,Female,Loyal Customer,76,Business travel,Business,4944,2,3,2,4,3,3,4,2,3,2,3,4,3,3,4,0.0,satisfied
1196,Female,Loyal Customer,27,Business travel,Eco,930,2,5,3,2,5,1,4,2,2,2,2,2,4,4,4,17.0,neutral or dissatisfied
1197,Female,Loyal Customer,38,Business travel,Eco,1975,3,1,3,4,4,4,3,2,1,2,4,5,4,3,1,0.0,satisfied
1198,Female,Loyal Customer,14,Business travel,Eco,4234,3,5,3,3,3,5,5,4,4,4,3,4,2,3,6,5.0,satisfied
1199,Female,Loyal Customer,13,Business travel,Business,2403,1,4,1,5,4,2,3,4,3,1,2,2,3,4,4,17.0,neutral or dissatisfied
1200,Female,disloyal Customer,37,Business travel,Business,3539,2,3,3,3,3,5,3,3,4,2,3,3,3,3,4,2.0,satisfied
1201,Female,Loyal Customer,49,Business travel,Eco,3252,1,4,5,3,1,1,3,3,3,4,2,2,4,3,10,1.0,neutral or dissatisfied
1202,Male,disloyal Customer,8,Personal Travel,Business,1690,4,3,2,3,3,2,5,3,4,3,2,1,3,3,13,2.0,neutral or dissatisfied
1203,Female,disloyal Customer,73,Business travel,Eco,3733,4,3,4,3,5,4,4,5,3,3,5,3,5,3,0,0.0,neutral or dissatisfied
1204,Female,Loyal Customer,15,Business travel,Business,1226,2,2,0,2,0,4,3,3,3,3,2,4,5,4,0,6.0,satisfied
1205,Female,disloyal Customer,84,Business travel,Business,3761,4,4,2,5,4,3,3,4,4,5,3,1,3,3,5,3.0,neutral or dissatisfied
1206,Female,Loyal Customer,28,Personal Travel,Business,684,4,2,1,5,1,4,2,3,4,4,5,4,3,3,8,8.0,neutral or dissatisfied
1207,Female,Loyal Customer,36,Business travel,Business,3485,2,3,4,3,3,4,1,5,5,3,3,3,2,4,1,0.0,satisfied
1208,Female,Loyal Customer,19,Business travel,Eco,606,1,4,4,4,3,5,3,2,2,3,3,3,4,4,13,9.0,neutral or dissatisfied
1209,Male,Loyal Customer,71,Business travel,Eco,4350,2,4,2,5,4,3,3,4,3,3,1,3,3,4,2,14.0,neutral or dissatisfied
1210,Female,Loyal Customer,64,Personal Travel,Eco,3146,2,2,3,4,3,2,4,2,1,5,3,4,2,5,7,6.0,neutral or dissatisfied
1211,Female,Loyal Customer,13,Personal Travel,Eco,250,5,4,4,3,5,4,3,5,3,3,2,4,4,4,38,32.0,neutral or dissatisfied
1212,Female,Loyal Customer,15,Business travel,Business,588,3,2,4,3,4,4,3,4,3,3,4,3,4,5,29,42.0,neutral or dissatisfied
1213,Male,Loyal Customer,54,Business travel,Eco,977,2,1,3,1,3,4,0,1,4,3,2,4,2,4,32,30.0,neutral or dissatisfied
1214,Female,Loyal Customer,74,Business travel,Business,4803,3,2,1,4,4,2,4,2,3,4,4,4,4,4,13,12.0,satisfied
1215,Male,Loyal Customer,15,Business travel,Eco,2967,2,4,2,4,3,4,3,4,4,5,5,4,4,2,0,0.0,satisfied
1216,Male,Loyal Customer,24,Personal Travel,Business,1431,4,3,4,4,2,2,4,4,3,2,4,3,5,4,6,0.0,satisfied
1217,Female,Loyal Customer,49,Personal Travel,Eco Plus,1420,2,2,5,4,2,3,3,4,3,3,2,3,3,4,2,0.0,neutral or dissatisfied
1218,Female,Loyal Customer,15,Personal Travel,Eco,177,2,3,3,3,4,3,4,3,2,3,3,2,3,3,4,5.0,neutral or dissatisfied
1219,Female,Loyal Customer,30,Personal Travel,Eco,1055,3,3,2,2,3,3,3,3,4,1,4,5,4,1,4,1.0,satisfied
1220,Male,Loyal Customer,7,Business travel,Eco,4283,5,4,5,3,0,4,3,4,3,4,2,3,5,1,23,30.0,neutral or dissatisfied
1221,Female,Loyal Customer,45,Personal Travel,Eco,3014,5,1,3,2,4,2,3,2,1,5,5,1,4,3,8,0.0,neutral or dissatisfied
1222,Female,Loyal Customer,62,Business travel,Eco,1869,2,3,2,4,3,4,4,3,4,4,3,2,3,3,2,4.0,satisfied
1223,Female,Loyal Customer,39,Business travel,Eco,155,2,3,3,2,3,3,4,3,2,2,4,3,3,2,8,4.0,neutral or dissatisfied
1224,Female,Loyal Customer,27,Business travel,Business,1747,4,1,4,4,3,2,4,2,3,2,3,4,3,4,8,15.0,satisfied
1225,Male,Loyal Customer,40,Business travel,Eco,1945,4,1,3,4,3,2,3,3,2,4,3,3,3,2,12,24.0,satisfied
1226,Female,Loyal Customer,46,Personal Travel,Business,637,1,3,4,3,5,5,3,2,3,2,2,4,4,1,7,16.0,satisfied
1227,Male,Loyal Customer,19,Personal Travel,Eco,3055,3,3,1,3,5,3,4,4,0,2,5,2,4,5,10,10.0,neutral or dissatisfied
1228,Female,Loyal Customer,15,Personal Travel,Eco,3319,2,3,1,4,4,3,1,2,3,3,5,4,2,4,0,0.0,neutral or dissatisfied
1229,Male,Loyal Customer,21,Personal Travel,Business,4991,1,2,2,5,3,2,3,4,2,4,5,4,4,3,10,10.0,satisfied
1230,Male,Loyal Customer,83,Business travel,Eco,1826,2,2,3,3,4,4,5,3,2,3,1,4,3,2,1,0.0,satisfied
1231,Female,Loyal Customer,63,Business travel,Business,1416,2,3,3,4,3,4,2,3,4,3,4,0,3,2,7,14.0,neutral or dissatisfied
1232,Female,Loyal Customer,16,Personal Travel,Eco,4123,3,3,4,5,4,4,3,3,3,3,4,3,4,3,14,0.0,satisfied
1233,Female,Loyal Customer,30,Business travel,Eco,1784,4,4,5,4,4,3,5,3,3,2,2,2,4,3,3,0.0,satisfied
1234,Female,Loyal Customer,39,Personal Travel,Eco,3171,3,1,2,1,3,4,3,5,2,3,4,4,4,3,9,21.0,neutral or dissatisfied
1235,Female,Loyal Customer,21,Business travel,Eco,3700,4,4,3,2,4,2,2,3,4,1,2,3,5,2,1,0.0,neutral or dissatisfied
1236,Male,Loyal Customer,73,Business travel,Business,4405,3,3,2,4,3,3,5,4,3,4,5,5,1,2,5,8.0,neutral or dissatisfied
1237,Male,disloyal Customer,80,Business travel,Business,1627,2,4,4,3,3,3,3,4,5,5,2,3,4,1,27,32.0,neutral or dissatisfied
1238,Male,Loyal Customer,26,Business travel,Eco,3131,3,4,4,5,2,3,3,3,5,3,3,3,2,1,13,9.0,neutral or dissatisfied
1239,Male,Loyal Customer,8,Personal Travel,Business,698,4,2,3,5,2,1,1,2,5,4,4,3,3,2,9,1.0,neutral or dissatisfied
1240,Male,Loyal Customer,27,Personal Travel,Business,3907,4,4,5,2,0,5,3,2,4,3,3,4,3,3,5,0.0,neutral or dissatisfied
1241,Female,disloyal Customer,52,Business travel,Business,272,3,2,2,2,4,5,4,5,3,2,5,2,3,3,0,0.0,satisfied
1242,Female,Loyal Customer,70,Business travel,Business,3497,2,3,4,3,4,2,3,4,3,5,1,2,2,4,2,0.0,neutral or dissatisfied
1243,Female,disloyal Customer,33,Business travel,Eco Plus,1084,3,3,5,3,4,4,2,3,3,2,3,2,2,4,13,2.0,satisfied
1244,Male,Loyal Customer,28,Business travel,Business,2339,4,3,2,5,2,2,3,3,4,4,1,4,1,4,24,31.0,neutral or dissatisfied
1245,Female,Loyal Customer,26,Business travel,Business,427,4,2,4,2,3,3,3,5,3,3,2,4,3,3,14,7.0,neutral or dissatisfied
1246,Female,Loyal Customer,7,Business travel,Eco,3458,2,3,0,4,3,1,3,2,3,4,3,3,3,4,17,20.0,satisfied
1247,Female,Loyal Customer,8,Business travel,Eco Plus,2436,2,5,4,5,4,3,3,3,5,3,3,4,4,1,3,0.0,neutral or dissatisfied
1248,Male,Loyal Customer,40,Business travel,Business,3334,4,2,2,4,2,3,5,4,3,2,5,4,4,4,11,15.0,neutral or dissatisfied
1249,Male,disloyal Customer,55,Business travel,Eco,1770,3,3,4,3,3,4,4,2,3,2,2,3,4,3,7,8.0,satisfied
1250,Female,Loyal Customer,7,Personal Travel,Business,83,3,4,4,3,1,5,1,2,3,5,1,3,4,4,3,11.0,neutral or dissatisfied
1251,Male,disloyal Customer,22,Business travel,Eco,2925,4,3,4,5,2,5,3,3,4,3,3,4,2,0,12,0.0,neutral or dissatisfied
1252,Male,Loyal Customer,77,Business travel,Business,3508,1,4,4,3,3,4,3,4,3,5,3,5,4,4,6,0.0,satisfied
1253,Male,Loyal Customer,84,Personal Travel,Business,3340,5,3,3,4,3,3,5,3,4,3,4,4,4,1,6,13.0,neutral or dissatisfied
1254,Female,Loyal Customer,57,Personal Travel,Business,1347,2,3,3,3,1,4,3,2,3,4,4,4,2,4,10,5.0,neutral or dissatisfied
1255,Female,Loyal Customer,47,Personal Travel,Eco,3596,4,2,3,1,2,4,3,2,1,2,1,5,4,2,5,2.0,satisfied
1256,Male,Loyal Customer,52,Business travel,Business,2732,3,3,2,3,3,2,5,2,2,3,5,2,2,4,5,9.0,neutral or dissatisfied
1257,Male,Loyal Customer,35,Business travel,Business,1090,3,3,3,3,5,4,2,2,3,5,2,4,2,3,10,8.0,satisfied
1258,Female,Loyal Customer,22,Personal Travel,Eco,601,3,4,3,3,2,4,4,4,4,2,3,5,5,4,4,4.0,satisfied
1259,Female,Loyal Customer,36,Business travel,Business,1660,4,2,2,2,4,4,3,4,2,2,3,4,3,3,1,0.0,satisfied
1260,Female,Loyal Customer,61,Business travel,Eco,163,3,2,1,4,2,1,3,3,2,4,1,2,2,5,1,0.0,neutral or dissatisfied
1261,Male,Loyal Customer,58,Personal Travel,Business,3594,2,4,2,4,3,4,2,3,3,3,3,2,3,2,1,0.0,neutral or dissatisfied
1262,Female,Loyal Customer,59,Business travel,Business,124,5,5,0,3,2,4,5,4,5,5,4,5,4,2,3,0.0,satisfied
1263,Male,Loyal Customer,54,Personal Travel,Business,289,3,4,3,3,2,3,4,4,1,3,4,3,2,2,14,18.0,neutral or dissatisfied
1264,Female,Loyal Customer,11,Personal Travel,Business,833,2,5,3,2,2,3,4,2,0,3,3,3,3,4,18,16.0,neutral or dissatisfied
1265,Male,Loyal Customer,55,Business travel,Business,1664,1,4,0,3,4,2,4,2,5,3,3,3,3,4,10,13.0,satisfied
1266,Male,Loyal Customer,75,Personal Travel,Eco,148,5,4,3,5,2,2,4,4,2,2,4,5,5,2,62,60.0,neutral or dissatisfied
1267,Male,Loyal Customer,57,Business travel,Eco,3167,2,4,3,5,2,3,2,3,3,2,3,4,2,2,17,20.0,neutral or dissatisfied
1268,Male,Loyal Customer,52,Personal Travel,Business,705,5,5,2,2,3,3,1,4,2,1,4,3,2,4,6,1.0,neutral or dissatisfied
1269,Female,disloyal Customer,24,Personal Travel,Business,4025,3,4,3,5,3,3,5,2,3,0,2,4,3,5,2,0.0,neutral or dissatisfied
1270,Male,Loyal Customer,68,Personal Travel,Eco,2817,3,2,4,3,3,5,3,2,3,3,2,3,3,2,0,6.0,neutral or dissatisfied
1271,Male,disloyal Customer,42,Business travel,Business,462,3,4,2,2,3,2,3,4,5,2,3,4,3,2,5,0.0,satisfied
1272,Male,Loyal Customer,27,Personal Travel,Eco,2031,5,3,3,2,2,3,5,2,4,2,1,4,3,4,10,5.0,neutral or dissatisfied
1273,Female,Loyal Customer,45,Personal Travel,Eco,744,1,3,3,2,2,5,2,2,2,4,4,4,4,1,7,7.0,satisfied
1274,Female,Loyal Customer,16,Business travel,Business,4904,3,1,2,3,4,3,0,2,1,2,3,1,3,4,9,0.0,satisfied
1275,Female,Loyal Customer,79,Business travel,Eco,2983,3,1,4,3,3,3,1,3,4,4,3,4,2,1,2,,neutral or dissatisfied
1276,Female,Loyal Customer,61,Business travel,Eco Plus,4053,3,3,3,2,4,3,3,5,3,1,4,5,3,3,3,0.0,satisfied
1277,Female,Loyal Customer,32,Personal Travel,Eco,1903,3,1,3,2,4,4,3,2,2,2,4,2,3,3,10,8.0,satisfied
1278,Female,Loyal Customer,68,Business travel,Eco Plus,776,3,3,5,2,4,1,5,3,5,5,4,5,4,2,7,5.0,satisfied
1279,Male,Loyal Customer,11,Business travel,Business,1212,3,4,4,2,1,3,4,5,1,3,5,4,4,5,40,37.0,neutral or dissatisfied
1280,Female,Loyal Customer,37,Personal Travel,Eco,2113,3,2,1,4,3,3,0,2,3,4,4,4,4,3,9,8.0,neutral or dissatisfied
1281,Female,Loyal Customer,57,Personal Travel,Business,3864,2,3,3,5,4,2,5,4,4,5,2,4,2,3,9,20.0,satisfied
1282,Female,Loyal Customer,8,Personal Travel,Business,2183,3,2,5,5,4,4,3,2,2,3,4,2,4,3,21,39.0,neutral or dissatisfied
1283,Male,Loyal Customer,62,Business travel,Eco Plus,4646,4,3,2,4,3,4,5,4,5,2,2,4,2,2,40,43.0,neutral or dissatisfied
1284,Female,Loyal Customer,70,Business travel,Business,1842,2,4,3,2,1,4,4,5,2,1,2,4,4,5,18,16.0,satisfied
1285,Male,Loyal Customer,53,Business travel,Eco Plus,1204,5,1,4,2,2,5,3,4,3,3,3,3,5,3,6,0.0,satisfied
1286,Male,Loyal Customer,23,Business travel,Eco,2503,4,2,4,4,3,3,3,3,2,3,4,5,1,5,5,0.0,neutral or dissatisfied
1287,Female,Loyal Customer,65,Personal Travel,Eco,600,4,2,4,3,1,4,2,2,0,4,4,1,3,2,41,39.0,satisfied
1288,Male,Loyal Customer,33,Business travel,Eco Plus,3365,4,4,4,3,4,4,2,3,3,5,4,2,3,3,13,21.0,satisfied
1289,Male,Loyal Customer,64,Business travel,Eco,549,3,3,3,5,3,3,3,3,4,2,3,5,4,3,5,0.0,satisfied
1290,Female,Loyal Customer,56,Business travel,Eco Plus,3222,4,3,2,3,1,4,2,2,2,5,4,4,3,2,1,3.0,satisfied
1291,Male,Loyal Customer,14,Business travel,Eco,1943,5,3,3,5,2,4,5,1,3,3,4,2,3,3,15,11.0,satisfied
1292,Female,Loyal Customer,14,Personal Travel,Eco,1817,4,3,3,2,3,2,3,2,3,3,2,2,3,5,5,12.0,neutral or dissatisfied
1293,Male,Loyal Customer,8,Personal Travel,Eco,3073,2,3,2,3,3,4,5,3,4,3,4,3,4,5,25,22.0,satisfied
1294,Male,Loyal Customer,12,Business travel,Business,3539,3,2,5,3,5,3,3,4,3,2,3,3,3,3,1,0.0,satisfied
1295,Female,Loyal Customer,30,Business travel,Business,4648,4,2,3,2,4,3,3,2,3,2,3,3,4,2,1,0.0,satisfied
1296,Female,disloyal Customer,9,Business travel,Business,1482,4,3,5,4,1,3,4,3,3,3,3,3,4,4,4,17.0,satisfied
1297,Male,Loyal Customer,80,Business travel,Business,4069,3,3,3,5,1,4,3,1,3,2,3,3,3,3,3,3.0,satisfied
1298,Female,Loyal Customer,78,Personal Travel,Business,4185,2,5,3,5,3,4,4,2,5,3,3,3,3,2,5,13.0,satisfied
1299,Female,Loyal Customer,20,Business travel,Eco,4978,5,3,1,3,3,3,5,1,2,3,3,3,4,4,3,5.0,neutral or dissatisfied
1300,Male,Loyal Customer,31,Business travel,Eco,4823,2,3,5,1,4,3,4,5,4,3,4,2,2,2,0,4.0,satisfied
1301,Female,disloyal Customer,64,Personal Travel,Eco,3962,2,4,3,4,5,1,5,3,5,1,5,3,2,3,17,14.0,satisfied
1302,Male,Loyal Customer,58,Business travel,Eco,1508,2,5,1,4,5,2,4,3,3,0,4,3,2,4,9,8.0,neutral or dissatisfied
1303,Female,Loyal Customer,52,Business travel,Eco Plus,3488,2,2,4,3,3,2,3,4,3,4,3,2,5,4,7,0.0,neutral or dissatisfied
1304,Female,disloyal Customer,84,Business travel,Eco,3934,4,4,3,3,4,4,4,5,4,4,1,3,5,2,17,9.0,satisfied
1305,Female,Loyal Customer,56,Business travel,Eco,1492,4,3,2,2,3,3,4,3,3,0,5,4,2,5,10,8.0,satisfied
1306,Female,Loyal Customer,59,Business travel,Business,4076,3,5,4,3,2,2,3,2,1,3,2,3,4,3,14,12.0,neutral or dissatisfied
1307,Male,Loyal Customer,46,Personal Travel,Eco Plus,3524,4,3,0,4,1,3,3,5,3,3,2,4,5,3,7,6.0,neutral or dissatisfied
1308,Male,Loyal Customer,47,Personal Travel,Business,2479,3,2,2,5,3,3,3,2,5,2,5,4,2,2,8,13.0,satisfied
1309,Male,Loyal Customer,29,Business travel,Business,4315,2,3,3,2,1,0,4,5,4,4,2,3,4,2,9,23.0,neutral or dissatisfied
1310,Female,Loyal Customer,47,Business travel,Business,484,5,4,4,2,2,4,3,3,3,4,4,4,5,3,21,13.0,neutral or dissatisfied
1311,Female,disloyal Customer,78,Business travel,Eco,3435,5,3,5,1,2,4,3,4,4,4,3,1,3,3,0,2.0,satisfied
1312,Male,disloyal Customer,36,Business travel,Eco,3941,3,3,3,5,3,3,3,2,3,5,3,2,3,4,35,30.0,neutral or dissatisfied
1313,Female,Loyal Customer,17,Business travel,Business,249,2,4,4,4,4,4,3,5,3,4,3,2,5,3,7,0.0,neutral or dissatisfied
1314,Female,Loyal Customer,53,Business travel,Eco,2067,3,3,5,1,3,3,2,3,3,2,2,5,3,5,22,40.0,neutral or dissatisfied
1315,Female,Loyal Customer,68,Business travel,Business,2609,2,3,3,3,2,1,4,2,4,3,3,4,3,3,1,1.0,neutral or dissatisfied
1316,Male,Loyal Customer,81,Personal Travel,Business,1079,3,2,4,3,1,5,2,4,3,3,4,2,3,3,10,7.0,satisfied
1317,Female,Loyal Customer,49,Personal Travel,Business,4402,3,5,2,2,4,4,3,2,3,5,3,2,5,4,2,8.0,satisfied
1318,Female,Loyal Customer,68,Business travel,Business,3151,3,2,5,4,3,4,3,4,4,3,5,2,4,3,9,27.0,satisfied
1319,Male,Loyal Customer,26,Personal Travel,Eco,1411,1,3,2,4,2,3,4,2,3,2,3,3,4,2,28,30.0,neutral or dissatisfied
1320,Male,Loyal Customer,40,Business travel,Business,2212,5,4,3,3,4,4,3,3,4,1,2,3,4,3,10,29.0,neutral or dissatisfied
1321,Male,Loyal Customer,39,Personal Travel,Business,604,3,3,3,2,2,2,2,3,4,4,3,3,2,4,9,9.0,neutral or dissatisfied
1322,Male,Loyal Customer,32,Business travel,Business,483,4,2,3,2,2,3,4,2,3,3,1,2,4,3,2,9.0,satisfied
1323,Female,Loyal Customer,62,Business travel,Eco,3744,3,2,3,3,3,4,2,2,3,2,4,3,3,4,11,5.0,satisfied
1324,Female,Loyal Customer,75,Business travel,Eco Plus,4919,1,4,3,2,2,3,3,4,2,4,5,5,3,2,9,3.0,satisfied
1325,Female,Loyal Customer,32,Business travel,Eco,1420,3,2,5,3,4,4,5,3,2,3,4,3,3,1,0,2.0,neutral or dissatisfied
1326,Male,disloyal Customer,17,Business travel,Eco,1261,3,1,5,4,4,4,2,3,4,2,2,4,4,4,6,16.0,satisfied
1327,Female,Loyal Customer,71,Business travel,Eco,3435,4,3,3,1,4,3,3,4,4,4,2,3,5,4,28,24.0,neutral or dissatisfied
1328,Male,disloyal Customer,73,Business travel,Business,2579,4,2,3,2,4,2,3,4,2,1,4,4,2,2,1,8.0,neutral or dissatisfied
1329,Female,Loyal Customer,79,Business travel,Business,740,4,4,2,3,3,4,3,2,4,3,3,4,4,2,8,10.0,satisfied
1330,Male,Loyal Customer,26,Business travel,Eco,3353,4,3,5,5,3,5,3,3,3,3,2,3,3,3,0,0.0,neutral or dissatisfied
1331,Male,disloyal Customer,63,Business travel,Business,1088,5,3,3,4,4,3,4,2,4,1,2,4,4,3,3,8.0,satisfied
1332,Female,Loyal Customer,62,Business travel,Business,619,3,3,4,3,3,4,3,3,5,3,5,4,4,2,0,0.0,satisfied
1333,Male,Loyal Customer,68,Business travel,Business,2348,4,2,4,3,3,4,5,4,4,2,3,3,3,3,24,32.0,neutral or dissatisfied
1334,Female,Loyal Customer,69,Business travel,Business,3710,4,2,5,3,4,2,5,1,2,5,4,3,3,2,1,0.0,neutral or dissatisfied
1335,Female,Loyal Customer,81,Business travel,Eco,2629,1,3,3,4,3,3,3,2,4,4,4,4,3,2,58,63.0,neutral or dissatisfied
1336,Female,Loyal Customer,44,Personal Travel,Business,3259,3,2,2,3,3,3,2,3,2,3,2,5,4,2,0,1.0,satisfied
1337,Female,Loyal Customer,12,Business travel,Business,1227,2,4,5,4,2,1,3,4,5,0,3,2,4,3,6,6.0,satisfied
1338,Male,disloyal Customer,21,Business travel,Eco,2494,3,3,4,2,4,4,3,5,2,2,2,2,5,2,2,0.0,neutral or dissatisfied
1339,Female,Loyal Customer,76,Business travel,Eco,3579,2,1,4,2,2,2,5,1,4,2,5,5,4,5,18,14.0,neutral or dissatisfied
1340,Male,Loyal Customer,72,Business travel,Business,2665,4,2,5,3,3,4,3,5,3,4,2,3,2,4,7,0.0,satisfied
1341,Female,Loyal Customer,7,Business travel,Business,1236,4,3,4,4,2,2,5,4,3,3,4,5,5,2,0,4.0,satisfied
1342,Male,disloyal Customer,35,Business travel,Business,4776,4,3,5,5,4,5,3,3,3,3,3,2,4,4,3,2.0,satisfied
